,rank,disr,diss,dior,dios,diar,tots,rank,disr,diss,dior,dios,diar,tots,label
0,645.0571428571428,0.0,0.0,5.485714285714286,1.8285714285714285,0.0,1.8285714285714285,254.6806469537352,0.0,0.0,2.45394554534036,0.7469827262241816,0.0,0.7469827262241816,0.0
1,640.8055555555555,0.0,0.0,3.0,1.2777777777777777,0.0,1.2777777777777777,246.36985198732,0.0,0.0,2.164651077128664,0.7786842789919456,0.0,0.7786842789919456,0.0
2,629.6285714285714,0.0,0.0,3.342857142857143,1.0857142857142856,0.0,1.0857142857142856,244.46112234082227,0.0,0.0,2.0996198135244724,0.8868791472623198,0.0,0.8868791472623198,0.0
3,625.7428571428571,0.0,0.0,2.1142857142857143,0.9714285714285714,0.0,0.9714285714285714,238.3166878283579,0.0,0.0,1.8750910342046387,0.568057281997381,0.0,0.568057281997381,0.0
4,623.3428571428572,0.0,0.0,0.8,0.6285714285714286,0.0,0.6285714285714286,237.4029762013183,0.0,0.0,0.9941002434954169,0.49024089430991136,0.0,0.49024089430991136,0.0
5,619.0882352941177,0.0,0.0,2.2058823529411766,1.0294117647058822,0.0,1.0294117647058822,239.7064325311097,0.0,0.0,1.451841292033982,0.7581993868109022,0.0,0.7581993868109022,0.0
6,622.7142857142857,0.0,0.0,2.5142857142857142,0.8,0.0,0.8,233.87396950803517,0.0,0.0,1.2688908674954853,0.5841031335203016,0.0,0.5841031335203016,0.0
7,622.9714285714285,0.0,0.0,1.7428571428571429,0.7714285714285715,0.0,0.7714285714285715,232.58881740787382,0.0,0.0,1.4213261649694946,0.689659518966309,0.0,0.689659518966309,0.0
8,623.3714285714286,0.0,0.0,0.5714285714285714,0.6285714285714286,0.0,0.6285714285714286,233.32545885072022,0.0,0.0,0.7778444682625976,0.5469549011258116,0.0,0.5469549011258116,0.0
9,621.9142857142857,0.0,0.0,0.5428571428571428,0.6,0.0,0.6,232.40170236145903,0.0,0.0,0.8168395746756536,0.4970501217477085,0.0,0.4970501217477085,0.0
10,621.5833333333334,0.0,0.0,0.6388888888888888,0.4722222222222222,0.0,0.4722222222222222,231.60241486527855,0.0,0.0,0.9305229797662262,0.5063093978480019,0.0,0.5063093978480019,0.0
11,623.0,0.0,0.0,0.5714285714285714,0.4857142857142857,0.0,0.4857142857142857,233.83402862110654,0.0,0.0,0.8147794463647741,0.5621088742891555,0.0,0.5621088742891555,0.0
12,622.5714285714286,0.0,0.0,1.4,0.7428571428571429,0.0,0.7428571428571429,232.9285785151226,0.0,0.0,1.1682062670406033,0.7413365173339116,0.0,0.7413365173339116,0.0
