,rank,disr,diss,dior,dios,diar,tots,rank,disr,diss,dior,dios,diar,tots,label
0,771.925,0.0,0.0,4.1,1.525,0.25,1.6,332.69485422176433,0.0,0.0,2.415760219040258,0.9054677216067923,0.7424837043882184,1.0573309405993552,0.0
1,747.3076923076923,0.0,0.0,2.8461538461538463,1.2307692307692308,0.10256410256410256,1.2307692307692308,310.80042283434574,0.0,0.0,1.899286036749787,0.6266678151997975,0.3073547406047284,0.6266678151997975,0.0
2,743.0975609756098,0.0,0.0,2.731707317073171,1.2926829268292683,0.1951219512195122,1.3658536585365855,298.66451118923123,0.0,0.0,1.9368065242029522,1.0546066195274995,0.6789518464192422,1.1348149091586612,0.0
3,734.575,0.0,0.0,1.125,0.8,0.1,0.8,296.9564318816776,0.0,0.0,1.0904597948125203,0.686873257446286,0.3038218101250999,0.686873257446286,0.0
4,733.225,0.0,0.0,1.35,0.775,0.0,0.775,296.7554019554549,0.0,0.0,1.1668498024760776,0.5304811555656398,0.0,0.5304811555656398,0.0
5,731.725,0.0,0.0,1.975,1.05,0.0,1.05,294.7564824976017,0.0,0.0,1.6249260338195755,0.7143223433831607,0.0,0.7143223433831607,0.0
6,716.4102564102565,0.0,0.0,2.051282051282051,0.8461538461538461,0.07692307692307693,0.8717948717948718,285.12090860478247,0.0,0.0,1.6050695664333121,0.6298897789321865,0.26995276239950833,0.6561244738890382,0.0
7,724.7317073170732,0.0,0.0,1.048780487804878,0.7317073170731707,0.04878048780487805,0.7317073170731707,280.3589685020121,0.0,0.0,0.947396947224212,0.6717287489717273,0.21808478995509092,0.6717287489717273,0.0
8,720.45,0.0,0.0,0.475,0.4,0.0,0.4,282.56970549147417,0.0,0.0,0.7506407519323334,0.49613893835683387,0.0,0.49613893835683387,0.0
9,720.45,0.0,0.0,0.425,0.35,0.0,0.35,282.56970549147417,0.0,0.0,0.8129559864454138,0.48304589153964783,0.0,0.48304589153964783,0.0
10,720.45,0.0,0.0,0.4,0.375,0.0,0.375,282.56970549147417,0.0,0.0,0.7778998683173852,0.5400617248673217,0.0,0.5400617248673217,0.0
11,720.45,0.0,0.0,0.65,0.275,0.0,0.275,282.56970549147417,0.0,0.0,1.231009591914139,0.554122082262819,0.0,0.554122082262819,0.0
12,720.45,0.0,0.0,1.125,0.725,0.0,0.725,282.56970549147417,0.0,0.0,1.136515141415488,0.6400120191179105,0.0,0.6400120191179105,0.0
13,723.65,0.0,0.0,1.8,1.0,0.125,1.025,282.35997664374537,0.0,0.0,1.3625014702415028,0.7161148740394329,0.40430377003131995,0.7333624702836333,0.0
14,720.0,0.0,0.0,1.725,0.825,0.025,0.85,282.0583682093532,0.0,0.0,1.154422932764378,0.5494752741689811,0.15811388300841892,0.5795665931516724,0.0
15,728.6153846153846,0.0,0.0,1.3333333333333333,0.9230769230769231,0.0,0.9230769230769231,280.3629804551889,0.0,0.0,1.3045130838611443,0.7392960871352164,0.0,0.7392960871352164,0.0
16,711.8048780487804,0.0,0.0,0.7317073170731707,0.5365853658536586,0.0975609756097561,0.5365853658536586,283.4105872680302,0.0,0.0,0.8069817297777702,0.5521576303742327,0.374491525189856,0.5521576303742327,0.0
17,726.4,0.0,0.0,0.425,0.375,0.05,0.425,281.6111885889151,0.0,0.0,0.6751068291531572,0.4902903378454601,0.2207214278631521,0.5943106327545619,0.0
18,723.2,0.0,0.0,0.375,0.375,0.0,0.375,280.35903720691755,0.0,0.0,0.5856182356695512,0.5400617248673217,0.0,0.5400617248673217,0.0
19,723.2,0.0,0.0,0.175,0.175,0.0,0.175,280.35903720691755,0.0,0.0,0.3848076442547925,0.38480764425479264,0.0,0.38480764425479264,0.0
20,723.2,0.0,0.0,0.3,0.275,0.0,0.275,280.35903720691755,0.0,0.0,0.5638694156883469,0.4522025867763024,0.0,0.4522025867763024,0.0
21,723.2,0.0,0.0,0.225,0.25,0.0,0.25,280.35903720691755,0.0,0.0,0.5304811555656398,0.49354811679282456,0.0,0.49354811679282456,0.0
22,723.2,0.0,0.0,0.25,0.2,0.025,0.2,280.35903720691755,0.0,0.0,0.5430209893473685,0.4050957468334667,0.15811388300841892,0.4050957468334667,0.0
23,723.2,0.0,0.0,0.225,0.35,0.05,0.375,280.35903720691755,0.0,0.0,0.4229020617662604,0.483045891539648,0.2207214278631521,0.4902903378454601,0.0
24,723.2,0.0,0.0,0.525,0.45,0.0,0.45,280.35903720691755,0.0,0.0,0.8161039400870713,0.503831473655779,0.0,0.503831473655779,0.0
25,723.2,0.0,0.0,0.825,0.4,0.05,0.425,280.35903720691755,0.0,0.0,0.9306049865682222,0.5453768398418635,0.31622776601683783,0.5494752741689809,0.0
26,723.2,0.0,0.0,0.625,0.6,1.125,0.925,280.35903720691755,0.0,0.0,0.8066232240898012,0.5453768398418634,3.45065954305134,0.7641821503897869,0.0
27,723.2,0.0,0.0,1.425,0.75,1.375,1.225,280.35903720691755,0.0,0.0,1.1742428002104819,0.6304251719561152,2.993047499344662,0.7333624702836333,0.0
28,735.1794871794872,0.0,0.0,1.1794871794871795,0.8205128205128205,0.7692307692307693,0.8974358974358975,279.69182964139503,0.0,0.0,1.1892455563307192,0.5559153131166875,1.9663155293933885,0.5980174172288312,0.0
29,723.2,0.0,0.0,1.25,0.8,0.125,0.825,280.35903720691755,0.0,0.0,0.8987170342729172,0.6868732574462858,0.3349320635285418,0.712075334533701,0.0
30,723.2,0.0,0.0,1.45,0.725,0.0,0.725,280.35903720691755,0.0,0.0,1.218447940872069,0.6788942744621109,0.0,0.6788942744621109,0.0
31,714.9268292682926,0.0,0.0,0.8292682926829268,0.5365853658536586,0.0,0.5365853658536586,281.85531662928616,0.0,0.0,1.022312061564135,0.5957164164100968,0.0,0.5957164164100968,0.0
32,726.4,0.0,0.0,0.625,0.375,0.0,0.375,283.099040384574,0.0,0.0,0.7403221751892368,0.5856182356695512,0.0,0.5856182356695512,0.0
33,726.4,0.0,0.0,0.475,0.35,0.0,0.35,280.1154340807667,0.0,0.0,0.7506407519323334,0.5795665931516722,0.0,0.5795665931516722,0.0
34,731.8974358974359,0.0,0.0,0.3076923076923077,0.28205128205128205,0.07692307692307693,0.3076923076923077,278.50350039109827,0.0,0.0,0.5208215248323989,0.4558807524548932,0.26995276239950833,0.4675719001195179,0.0
35,723.2,0.0,0.0,0.175,0.225,0.125,0.25,280.35903720691755,0.0,0.0,0.4464963318538845,0.42290206176626044,0.40430377003131995,0.4385290096535146,0.0
36,723.2,0.0,0.0,0.175,0.15,0.075,0.175,280.35903720691755,0.0,0.0,0.675106829153158,0.4266746794119403,0.34990841292529345,0.4464963318538845,0.0
37,723.2,0.0,0.0,0.25,0.225,0.0,0.225,280.35903720691755,0.0,0.0,0.49354811679282456,0.42290206176626044,0.0,0.42290206176626044,0.0
38,723.2,0.0,0.0,0.225,0.25,0.075,0.25,280.35903720691755,0.0,0.0,0.47971679679599005,0.4385290096535146,0.26674678283691866,0.4385290096535146,0.0
39,723.2,0.0,0.0,0.4,0.4,0.05,0.425,280.35903720691755,0.0,0.0,0.5905234531480936,0.49613893835683387,0.22072142786315213,0.500640615253123,0.0
40,723.2,0.0,0.0,0.325,0.4,0.0,0.4,280.35903720691755,0.0,0.0,0.4743416490252569,0.49613893835683387,0.0,0.49613893835683387,0.0
41,723.2,0.0,0.0,0.425,0.325,0.0,0.325,280.35903720691755,0.0,0.0,0.6751068291531572,0.5256253906367644,0.0,0.5256253906367644,0.0
42,723.2,0.0,0.0,0.85,0.65,0.0,0.65,280.35903720691755,0.0,0.0,0.8638019716079874,0.48304589153964794,0.0,0.48304589153964794,0.0
43,723.2,0.0,0.0,1.45,0.775,0.0,0.775,280.35903720691755,0.0,0.0,1.357788548924222,0.6597396533909498,0.0,0.6597396533909498,0.0
44,723.2,0.0,0.0,1.175,0.85,0.0,0.85,280.35903720691755,0.0,0.0,1.106797181058933,0.6621642835894568,0.0,0.6621642835894568,0.0
45,726.4,0.0,0.0,1.325,0.75,0.05,0.775,280.1154340807667,0.0,0.0,1.141018438467616,0.5883484054145521,0.2207214278631521,0.5767948575466912,0.0
46,718.0487804878048,0.0,0.0,0.8536585365853658,0.5365853658536586,0.024390243902439025,0.5365853658536586,281.7135026245203,0.0,0.0,0.8532577456359858,0.5048544827774512,0.15617376188860593,0.5048544827774512,0.0
